VistaOrder,SourceFile,Date,CustomerID,Status,ImportedAt
792495,792495.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792499,792499.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792509,792509.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792497,792497.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792504,792504.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792511,792511.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792508,792508.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792514,792514.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792513,792513.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792517,792517.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792521,792521.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792522,792522.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792520,792520.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792523,792523.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792524,792524.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792537,792537.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792541,792541.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792542,792542.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792538,792538.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792540,792540.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.639Z
792543,792543.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792545,792545.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792544,792544.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792547,792547.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792550,792550.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792548,792548.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792546,792546.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792551,792551.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792565,792565.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792554,792554.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792566,792566.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792570,792570.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792569,792569.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792568,792568.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792573,792573.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792575,792575.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792574,792574.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792576,792576.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792577,792577.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792579,792579.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792578,792578.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792581,792581.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792580,792580.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792583,792583.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792586,792586.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792582,792582.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792587,792587.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792584,792584.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792585,792585.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792588,792588.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792589,792589.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792597,792597.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792596,792596.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792595,792595.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792599,792599.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792598,792598.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792600,792600.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792602,792602.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792604,792604.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792601,792601.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792603,792603.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792607,792607.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792605,792605.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792606,792606.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792609,792609.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792610,792610.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792611,792611.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792612,792612.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792613,792613.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792615,792615.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792614,792614.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792616,792616.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792618,792618.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792619,792619.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792617,792617.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792621,792621.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792622,792622.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792624,792624.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792620,792620.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792632,792632.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792626,792626.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792625,792625.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792630,792630.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792627,792627.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792631,792631.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792628,792628.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792644,792644.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792645,792645.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792648,792648.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792650,792650.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792652,792652.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792653,792653.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792654,792654.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792694,792694.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792655,792655.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792693,792693.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792697,792697.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792695,792695.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792696,792696.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792699,792699.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792701,792701.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792700,792700.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792706,792706.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792702,792702.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792703,792703.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792705,792705.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792714,792714.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792710,792710.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792713,792713.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792717,792717.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792718,792718.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792721,792721.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792722,792722.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792723,792723.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792725,792725.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792724,792724.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792728,792728.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792733,792733.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792731,792731.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792734,792734.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.656Z
792735,792735.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792737,792737.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792738,792738.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792742,792742.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792740,792740.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792741,792741.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792744,792744.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792743,792743.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792745,792745.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792746,792746.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792747,792747.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792749,792749.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792751,792751.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792750,792750.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792752,792752.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792753,792753.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792756,792756.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792755,792755.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792754,792754.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792757,792757.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792759,792759.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792760,792760.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792761,792761.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792763,792763.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792764,792764.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792766,792766.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792769,792769.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792765,792765.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792767,792767.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792770,792770.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792771,792771.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792775,792775.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792786,792786.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792772,792772.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792773,792773.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792785,792785.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792799,792799.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792788,792788.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792791,792791.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792806,792806.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792809,792809.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792807,792807.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792808,792808.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792811,792811.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792813,792813.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792828,792828.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792819,792819.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792829,792829.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792826,792826.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792830,792830.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792833,792833.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792835,792835.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792834,792834.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792837,792837.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792838,792838.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792839,792839.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792843,792843.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792845,792845.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792847,792847.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792864,792864.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792867,792867.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792870,792870.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792865,792865.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792868,792868.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792869,792869.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792871,792871.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792872,792872.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792873,792873.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792877,792877.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792878,792878.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792879,792879.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792876,792876.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792883,792883.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792884,792884.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792885,792885.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792886,792886.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792888,792888.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792887,792887.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792889,792889.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792890,792890.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792891,792891.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792894,792894.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792892,792892.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792893,792893.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792899,792899.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792895,792895.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792896,792896.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792897,792897.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792898,792898.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792901,792901.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792902,792902.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
7929,7929.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792900,792900.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792904,792904.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792908,792908.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792906,792906.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792907,792907.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792909,792909.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792903,792903.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792910,792910.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.673Z
792911,792911.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792914,792914.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792912,792912.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792917,792917.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792916,792916.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792915,792915.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792918,792918.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792919,792919.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792920,792920.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792921,792921.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792922,792922.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792923,792923.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792924,792924.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792928,792928.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792925,792925.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792927,792927.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792934,792934.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792930,792930.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792935,792935.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792933,792933.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792932,792932.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
792936,792936.pdf,,,IN_PROGRESS,2026-05-09T04:54:31.675Z
